99 49
98 60
97 46
96 55
95 48
94 51
93 52
92 62
91 54
90 45
89 54
88 61
87 50
86 46
85 52
84 64
83 53
82 52
81 47
80 48
79 45
78 45
77 56
76 42
75 42
74 52
73 54
72 51
71 55
70 53
69 51
68 52
67 52
66 44
65 56
64 54
63 46
62 52
61 46
60 42
59 53
58 53
57 47
56 48
55 47
54 50
53 54
52 43
51 46
50 56
49 53
48 35
47 49
46 48
45 54
44 49
43 49
42 49
41 44
40 51
39 52
38 62
37 52
36 44
35 49
34 59
33 51
32 46
31 51
30 43
29 58
28 49
27 44
26 50
25 52
24 49
23 59
22 50
21 50
20 46
19 44
18 53
17 42
16 42
15 50
14 51
13 49
12 52
11 45
10 41
9 50
8 52
7 45
6 49
5 49
4 49
3 44
2 52
1 54
0 46
